Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
17,0.5617824400741322,0.5509641423890199,0.5552989840479158,0.5215418836782919,0.5142370510881605,0.5140559305736362,0.5061670858315476,0.5023258322682297,0.5177333820558665,0.5020739505239162
18,0.7470948828311945,0.5480717429054249,0.5260899454438953,0.4636558575758442,0.48011137183104624,0.4841607859822061,0.49251191804234645,0.4952776044584271,0.49400751437857343,0.4982458644892435
19,0.5375188180292119,0.4846917565848061,0.5827808328613904,0.5158243233445106,0.5157027136755127,0.5502349343421777,0.5129277530481277,0.5213348393628564,0.5175072281720431,0.5106517610863602
20,0.6031119498171789,0.6098947122727099,0.5056066554712138,0.5119165249901405,0.49978799379020533,0.5050206651865583,0.5137600855106577,0.4912713360775833,0.5097701888045233,0.49538015452655326
21,0.6155628265075355,0.5963652619117297,0.550297486461012,0.503868408368427,0.4835108647181767,0.5006683162171804,0.5012312185318297,0.48953202341128593,0.5036698850035601,0.49809830677777567
22,0.6210053178485115,0.5056067320766229,0.5205281516270235,0.5120244324546515,0.5143927691259463,0.5161954637283118,0.5190959873663905,0.5209379038326465,0.510740114833908,0.5104154529136963
23,0.6775401043630399,0.5308193469005263,0.5135283697342902,0.5239586725471452,0.5040338415007609,0.4954702891011595,0.5010080858594668,0.4978241671222984,0.49913228071036086,0.4998222205946818
24,0.578729360674936,0.5665476670155049,0.49276830176523306,0.5432499629525765,0.5078799763999542,0.5111229082164616,0.5135679853417381,0.5228893176243212,0.4992962146494847,0.5107300068706003
25,0.6381845375668141,0.5582851714017926,0.5267351383193708,0.5034566016277503,0.5007341292094912,0.5031322929177346,0.5012144553658918,0.513103640937749,0.49972746821499164,0.50177688793152
26,0.5441044034833237,0.5759192439832985,0.5105909270364586,0.5584263335224354,0.5107290707777932,0.5185223659641746,0.5198988207049172,0.5011465469107707,0.5027351407719801,0.5074966639715991
27,0.5095438260176172,0.5833727180701552,0.5847215292193485,0.510694697999059,0.5114754837277077,0.5307975877210726,0.5096015890404793,0.48956204196779946,0.510708927790511,0.5055986343558164
28,0.6279391637138657,0.47203462006286234,0.5320287316471284,0.5086815731312431,0.5266144365144722,0.5231136062611175,0.5095985658316668,0.5301620662109738,0.5120727148723178,0.5054711167575279
29,0.6229684678759224,0.471587458286345,0.5132349775710494,0.5101896530697885,0.5263883779423849,0.5307864252199523,0.5109468273624459,0.5318603086546595,0.5200418460074259,0.5087397552020549
30,0.6768659943157169,0.4989427261013667,0.5147575369673654,0.4935541620793092,0.5080337165706782,0.5209624808967439,0.5089845144052266,0.5209548569974322,0.5022013760244927,0.49979846152238255
31,0.5626252564319961,0.5565884817028425,0.5016457931352319,0.5644390133935949,0.5062989688586365,0.5194604510132949,0.5202121076200933,0.5027441238178507,0.5028846429510944,0.5132505864782656
32,0.7158282640996058,0.5283912784355581,0.512731553909789,0.49732240404628264,0.5041230120579565,0.48449489579726535,0.5015737939675456,0.4917429110175833,0.49369623375399474,0.5038753635563832
33,0.6565105560306947,0.5234651248269847,0.4997659871115676,0.5125662242230179,0.505210770993628,0.5076296553461509,0.516497098659066,0.5171643196390455,0.5001915003261835,0.5087270249802122
34,0.5857604050926135,0.46928815418440717,0.532180338538731,0.5272876784968397,0.5345664794345288,0.5205647210747768,0.5114503001387328,0.5267288269690759,0.52216333934834,0.5113803891383575
35,0.5700493722679376,0.5536301691605476,0.5112768971392524,0.5467984493779754,0.5099304873042383,0.5202656313950664,0.5130013345974657,0.5084296721772772,0.5062770461801613,0.51172577581785
36,0.5454139130426456,0.5370376530462456,0.5370532770409999,0.5431903725740068,0.5102166621006144,0.532674370207153,0.5087730191922619,0.5166510472873224,0.5053998774550094,0.5155893999419794
37,0.6726372355865596,0.5259562642301148,0.512476088649024,0.5029966374544235,0.49523930270649025,0.5058327982149211,0.5113535099749396,0.5138820508549079,0.49993122372998267,0.5022650420360226
38,0.7127995333478266,0.4747244785320614,0.5096947808364859,0.49435404498990143,0.5207409094645832,0.5095852136672143,0.5028735531930253,0.5054211082932409,0.5033944283507176,0.5023321261514581
39,0.7123140655285597,0.511936552283308,0.49402871634398793,0.5032725595199193,0.5066966049796259,0.501859204667404,0.49151344491749427,0.5007700668304862,0.5028016131621158,0.5050222789857396
40,0.5824607000384732,0.5782081847107872,0.5103020679787672,0.5143443225816725,0.5107210203674077,0.5227068985319626,0.5083135211849494,0.5126102326214146,0.5072996680784707,0.5001039813886772
41,0.6531900941412532,0.4964609207253264,0.5096942936087066,0.5115596381728422,0.5166071596616223,0.5170606008313204,0.5118670669405054,0.5141615064364469,0.5067865342627456,0.5088011314629084
42,0.5902740118691691,0.6199699179740956,0.4983000053733105,0.5069837390808443,0.5040798765320543,0.488333200914984,0.5104995310155672,0.504789878269586,0.5133433672136545,0.5065364333874549
43,0.5704140240905294,0.48609531734816436,0.575672871552936,0.4924892698229166,0.5189001753649689,0.5405629574719986,0.5091770079848202,0.5365018185181555,0.5113824849057558,0.5077867126565159
44,0.5973342110629924,0.5155326928966214,0.5262405638105352,0.5248590906956532,0.513792115195946,0.521046244472599,0.509703305228671,0.5220859028234232,0.5117442876656709,0.5073524879664306
45,0.6465052478852131,0.5385782250137826,0.5082867285063939,0.5204671616614638,0.5069630683601376,0.5056499108844602,0.5036516755700808,0.5052677708312454,0.5012701785952892,0.5085589720424533
46,0.5928856631832315,0.6622075168583939,0.5180016915673884,0.5085936291366598,0.49399799477690226,0.4898155713775636,0.49726597471062983,0.4862991889878998,0.49875473742103216,0.492274036464057
47,0.5925832693159346,0.6273046846400466,0.5100319935741672,0.513367542090678,0.5054477915680088,0.5031091892205897,0.5047222140115227,0.48927545381448834,0.5053478783931665,0.49416976430760373
48,0.6827968912932126,0.5520854127512419,0.5075281582491342,0.5049667929001256,0.5024971600108356,0.502859987742723,0.49863141046832626,0.4955120204466297,0.4972715324545468,0.49829111348767036
49,0.5884535332890405,0.5332865905318906,0.4871753834266435,0.5609075741380842,0.5136065472582535,0.5346543641039153,0.5065237080895556,0.524299331039021,0.49410031380050107,0.5043665121177431
50,0.6187399080490924,0.5311754298168851,0.5094301574795784,0.5255715041508187,0.5083527048115917,0.521036658158318,0.5102053897194412,0.5098034841888535,0.510155732355856,0.5031446794325125
51,0.5295166272824507,0.6598581839837844,0.5662222391628466,0.5071800024249233,0.49494730127564485,0.5201008237840432,0.49599213647684687,0.46490975740700125,0.5033923638087806,0.49117492964418186
52,0.5591353359602977,0.4895193681825201,0.5900611473392664,0.5251893603952295,0.5333382936695599,0.5365045458193581,0.5060381881237666,0.5003264338958789,0.5104336284365477,0.4989232539372443
53,0.5873994493682332,0.5438714680360023,0.5138231235787822,0.5245156536414649,0.5080276464721952,0.539982943046745,0.5198281723732951,0.5053546182256242,0.5068903020999721,0.5049404976188853
54,0.644051338086062,0.4921630675734711,0.4856641706008072,0.5178153321858341,0.5284684625503402,0.5140118042016645,0.5233770142025062,0.5326517858393468,0.5008737580383295,0.5116902109371376
55,0.517320828904469,0.5295777956849527,0.6120239940145211,0.4944020928852724,0.5119488917422348,0.5488473497970231,0.49871585790059897,0.5114267471092978,0.521567486225881,0.49667622228265584
56,0.5417843631865363,0.5380178436719879,0.5703387609837441,0.5164034443006655,0.5206749632039064,0.5216844027982881,0.5136474489164096,0.5043107243370895,0.5183172909885481,0.5053004438992922
57,0.534578139312621,0.5221057055689162,0.527560453777998,0.529394653927635,0.5251632352820276,0.5400662311017637,0.5161304512293724,0.5119538064081837,0.5275409553289179,0.5183692983893081
58,0.7179989694725466,0.5246882216536685,0.5050620202724885,0.5029487805163108,0.49924859859665777,0.4882245765852594,0.49902509066462497,0.4957410796728032,0.5004609980817235,0.5005815144059271
59,0.43600404775024204,0.5378965363379337,0.6260081118301581,0.5188277099895665,0.5334324160937379,0.552826069496091,0.5053567695707799,0.510883111322222,0.5233801133676088,0.5018317173957693
60,0.6212549810286706,0.5593258429534914,0.5251173055525153,0.4866336009252179,0.4990258652459664,0.5195663705216043,0.5117654372437543,0.5191366528776454,0.5027434611313729,0.5023606266254336
61,0.6421918700728135,0.49825665269478,0.4962797172343954,0.5370648792368279,0.5153890138917055,0.5204372154473362,0.5185614883029088,0.5083507704029725,0.5070801545055664,0.5056775365089918
62,0.6467752513163855,0.5240802838641379,0.531509682424851,0.5164371765225636,0.510975884552421,0.5039055644976085,0.5074853094968588,0.5032848625876054,0.5006390029218719,0.5053710009278898
63,0.5838122748242419,0.543885761626981,0.4968854249843167,0.536489225588727,0.5196604225099716,0.52787262183475,0.5075072680355122,0.5180372360106839,0.5057372817134691,0.5074105325396296
64,0.7304128040458143,0.46155310065296323,0.5116394260544566,0.503554204306362,0.50780448365954,0.4915819783103662,0.5019036214260562,0.5115602773125869,0.5066764525760035,0.507789474215126
65,0.5634404987163383,0.5196822540103959,0.5220749468103396,0.5283550686282409,0.521023508917313,0.5392209264906831,0.5185513893033097,0.5137461015019172,0.5192320295015902,0.5079743110499613
66,0.6122563244426033,0.605565957102442,0.49157703237483485,0.5341024695543807,0.5029272267684852,0.4910127280945705,0.5061210599763605,0.4910013693026455,0.49544784472760023,0.510634924821009
67,0.666223330036858,0.5087429951471882,0.4973006273008011,0.5145827808604773,0.4944425305276744,0.5201964925585237,0.5084859288976935,0.514467751356844,0.5082219104953729,0.506449713554736
68,0.5458190853788915,0.6185190318985416,0.49270702035121045,0.5606822427686329,0.5075085789036624,0.5123444845944354,0.5223071126660492,0.49412993028510455,0.49180143879030186,0.5021557622890901
69,0.580731014103837,0.6173712288942724,0.5103545244604325,0.5337378747847907,0.511501295342362,0.5083735864670077,0.5047799371619603,0.483299255378113,0.5047849326984195,0.49832765074789304
70,0.6437877547098126,0.5243082554582186,0.5233842957411198,0.5232732037268243,0.5118120191803388,0.5064885630819482,0.5085563521324047,0.5035310203287654,0.498085160320132,0.5032512918735467
71,0.7523313504012766,0.4787532868426614,0.5024297080391557,0.46208304491116275,0.49405148466685894,0.5072887030970837,0.49837236472533636,0.5343689706267188,0.4906500835155353,0.5028466679584446
72,0.6180018288688404,0.5297618944700555,0.5235561757461672,0.5191191822497915,0.5299007641615799,0.5131149547158365,0.5040764696762645,0.5116151972035688,0.5039929118919304,0.4977302368034012
73,0.6012052370407969,0.52327185569629,0.5061605628351409,0.530205180448191,0.5133932645026407,0.5324004269326598,0.5057653602892146,0.5299346646202163,0.5039056529516374,0.5078582948938708
74,0.5721550410981825,0.5004743944056735,0.527782331452584,0.5484523302202226,0.5314767446068621,0.5112694124090303,0.5242720368781285,0.5145739180154966,0.50141112578114,0.5165969260909649
75,0.6806613699305152,0.4828304104266549,0.5149817840752384,0.4981674662791713,0.5063678064166264,0.49302129437693054,0.5057865543412691,0.5396353976319956,0.5147254935453152,0.5062879212153334
76,0.48767583694178357,0.6540943935638028,0.5737846467547525,0.5125908351863201,0.5002369054440822,0.5124948621005834,0.5012750671593642,0.48820073503470024,0.5093272761769491,0.5039953982256691
77,0.6204768982998743,0.554989235382156,0.5064280302285855,0.5084809964956903,0.5098543481901344,0.521454610836352,0.5049308323722906,0.5151597392890208,0.5012938901490342,0.5020013900582666
78,0.5079934577119911,0.543423090344967,0.5888236933796639,0.5008793313027396,0.5084870735416753,0.5410929138486851,0.509191183389117,0.510884174467865,0.5214525894045412,0.5113168626967113
79,0.5185169008273526,0.5277124082738949,0.558226026030201,0.5115792745315931,0.5196471011633153,0.548294490847629,0.5109114750892276,0.5124683629058336,0.5325940951161959,0.5055941353073664
80,0.599273619374302,0.5226165914146874,0.5057752394138731,0.5274388638232862,0.5127891941789697,0.5241874422651457,0.5148029271998247,0.5130465082480168,0.5167085521866214,0.5109444709304674
81,0.5376447140891827,0.5340156267104489,0.5760088819913677,0.4938987885740535,0.5147743712602302,0.5330357952775843,0.5035254280080423,0.5235198907781347,0.5234130256743542,0.5092438543144422
82,0.6926015653184386,0.5316534707424313,0.48354092986077213,0.5007376184813591,0.51059274557673,0.4908323831881374,0.5193546728396133,0.5215504245488702,0.49690827800322535,0.49794907075406036
83,0.6899940207631208,0.49669122852854186,0.48869005698830115,0.5029471998198726,0.5018776140316323,0.4976241851692352,0.5169565752250598,0.5247881740231268,0.5101698575979722,0.5056251234849058
84,0.6190787758023389,0.584283216935908,0.5090048055625137,0.5364400839293328,0.5036140031664961,0.5005326427230843,0.505336057063151,0.4905036572717601,0.4945221184431519,0.5013175668730822
85,0.4710909191501328,0.5432594465702485,0.612242721065484,0.5186124254551326,0.5070170357531567,0.5449971801144584,0.5059040413512399,0.5102155743649118,0.5303325615426173,0.5029621151410795
86,0.6843803712399559,0.461524912561746,0.5167894012379132,0.5125889510717829,0.5094017067643762,0.5114591101560808,0.512748795638538,0.5206088351358056,0.5036162489806426,0.5096267343924399
87,0.5891446885463592,0.5467531270703784,0.4996610175135302,0.5658340724063511,0.5123533606017487,0.5224306126392014,0.5201932042897887,0.48772270933925177,0.4987386230465436,0.5079851406302692
88,0.5010767824807479,0.5769057686230872,0.5884135265010559,0.5073650035039646,0.5127756272753441,0.5345929917314675,0.507134500865043,0.4968965065785796,0.511304901880515,0.5102923438034797
89,0.558008126346389,0.5060302769683469,0.5274941303230306,0.5461141783398605,0.5213649056989781,0.529010430603029,0.5079484861618824,0.5394039386081654,0.5030708669380277,0.510018945770743
90,0.6478941438356084,0.4870278032633081,0.5115217031895354,0.5177831250271637,0.5132571655893342,0.5263417443212391,0.5109864220597742,0.5195385028188364,0.5055816680788318,0.5068553843646015
91,0.6069992739050964,0.5056135694964037,0.521228307827892,0.5221307808930151,0.517092178028564,0.5300296626940995,0.5099086703139941,0.5149170569629042,0.5076274658591288,0.5142088053359325
92,0.5548672605243673,0.5668794455948682,0.5587407732529305,0.5137649695456988,0.5121209724888804,0.5192261644812409,0.5111554429408904,0.49961842984529503,0.5141847009642548,0.5010821051566555
93,0.6965322111086891,0.4946285805526482,0.5061382850552456,0.486044526018143,0.5141821232186319,0.5048042413324936,0.5160796637963344,0.5137908845256327,0.5044754810080108,0.5010352290930508
94,0.6851378529635767,0.5228455393560362,0.5246824746495402,0.4840020375064429,0.5126542279489332,0.4952318306190012,0.503012147107029,0.5040477534050797,0.5040654897542575,0.5033007023363052
95,0.670166910197032,0.5229888371521855,0.4872703904412777,0.509343433082649,0.5247485470150157,0.5087080244228327,0.5117551442612925,0.4998325395055385,0.5029406279480996,0.500528532615152
96,0.6397537695116632,0.5084909391870025,0.5122462828944654,0.525419053010351,0.5052101045748822,0.5070853213718682,0.5125949277159421,0.5200747250797958,0.49846643459848305,0.5123566090747536
97,0.4830869973229196,0.4749296052709623,0.5397113499439192,0.5304721604141635,0.5615786868504047,0.5743439368892178,0.5085594844369627,0.536481457483444,0.5232665691320411,0.510256369491634
98,0.5464871982474646,0.5632294416803507,0.5248468504601013,0.546390259996456,0.5011826536625674,0.5314708116832266,0.5144099640331643,0.5125365147841641,0.5015466935176257,0.509207291772047
99,0.5833864138795188,0.5951976621011168,0.5178297577755832,0.5146721058854721,0.5116804494731776,0.5115857740920728,0.5081107502670127,0.5040121093970593,0.5040910556397017,0.4991012924627261
100,0.5580064588873773,0.48277066127597384,0.5485628579941253,0.5190338904000328,0.537745517016276,0.5288291373910594,0.5121088719907309,0.5221337714535226,0.5243709279947412,0.5097152761343661
101,0.6977552132330639,0.4830700690666234,0.5030811247891132,0.4999815172251411,0.5239242699942349,0.49513597583125446,0.5066615585695969,0.5200620374322292,0.5013444523354301,0.5063281802067184
102,0.5768105615686923,0.5187154862033904,0.5026617962032538,0.5526998700763474,0.5193854849180329,0.5231872684542175,0.518741105301256,0.5158938800593171,0.5068647892297445,0.5156689774294755
103,0.6222757715901784,0.48523431312586046,0.5256677976420788,0.5260372951074369,0.5258762360179192,0.5229573115711211,0.5010116942635486,0.5037878616689376,0.5211566127589641,0.5134630704309664
104,0.6417903931807336,0.5113673319461844,0.48171350232285104,0.5131489164428668,0.513219988321002,0.5299699203453357,0.5189731415661708,0.5258001737908308,0.5056253196542795,0.5023107386209167
105,0.5459979956967177,0.5843346644356943,0.5248529943794854,0.5489389789815612,0.5112500193074856,0.5261304708903127,0.5183722216706207,0.4871142255258502,0.5055712817466466,0.4971690222068775
106,0.6738355783666863,0.5598338001231745,0.5059935217914396,0.4864381998272913,0.4988451824319581,0.4918503545657217,0.4983575386487752,0.5144873885305276,0.5025153689384023,0.5000252411545393
107,0.6534433900618714,0.4835335873551531,0.5122790240142334,0.503424675595326,0.522578914551076,0.5231713648697021,0.5057976463101624,0.5273865652949496,0.5116399182779005,0.49964969846892077
108,0.7598876764032331,0.47816675135677406,0.48679148491116253,0.49840953756713713,0.4964565290685445,0.4966199477027681,0.5100538308395506,0.4992323824068926,0.49890458581659347,0.49706633885808105
109,0.5541616218342861,0.5842477987748678,0.5139952830429408,0.5411096516073111,0.5145427133775734,0.5233535308807891,0.5080877505057633,0.5017118878922076,0.5007062590149717,0.5048798617065203
110,0.6236533290121455,0.49256728721287224,0.5122610423318421,0.5422727573428157,0.5252800283523092,0.5128922844411343,0.5013693266231389,0.5333759432594152,0.4974871381435523,0.5092506808535379
111,0.5649081643054832,0.540705665990376,0.5445433714323458,0.5262462383522931,0.5065181547358178,0.5172903114739715,0.5071775715794475,0.5168454359563931,0.5165690999392725,0.5067458720895157
112,0.4459917887459463,0.6640269449416328,0.5702017940631288,0.47716717225942407,0.4961081718311007,0.5284942320257614,0.5118611049868946,0.5226337336330372,0.506861145547996,0.49968894160522176
113,0.683560273977056,0.5142369319357731,0.49857940354290403,0.49394332809052965,0.5066651372338768,0.5022980860546566,0.5052534136018024,0.5223511439782648,0.5062183676409499,0.5051835590640401
114,0.6600184394574796,0.5054989664640442,0.5052098415908733,0.5121513354163124,0.5096646055754827,0.501470417392818,0.513861580597173,0.5156691530732319,0.5114248514735381,0.5075388808253429
115,0.718659958030001,0.516644374023858,0.5123243128907937,0.4869523692773646,0.4964625647497551,0.4929346677266162,0.494981074310256,0.5086589258316537,0.5022637371420289,0.49715321261582224
116,0.627054997787702,0.48244410730122944,0.507353032764109,0.5379375437257378,0.5190804602243597,0.5098032143116512,0.515724118773735,0.5294875264975325,0.5108858754837415,0.5086656123544754
117,0.6890325578849078,0.5279391333743695,0.5189365868346517,0.4967726380021444,0.5111801157655972,0.49020140824431085,0.5033046086315904,0.49701800092955967,0.5036797070440423,0.5000968134880733
118,0.6852404188756822,0.5051234942451336,0.5420506023900725,0.5034683890122431,0.503406607187767,0.49283508219247907,0.5036545678680215,0.49622398943957025,0.49969839875972283,0.5020648239543343
119,0.7307402401838969,0.4952842846496387,0.5043331277007482,0.4843221602878323,0.5104001880380886,0.49886741891210923,0.5073000919268699,0.5115036559099467,0.49286183227521674,0.4995325985036479
120,0.6412174072338375,0.5195986359431762,0.54389063039887,0.4964094666434045,0.5102896985920616,0.5040140106420247,0.5024219553317503,0.5200787326559453,0.5041270747574946,0.5074521347216505
121,0.6858847206506062,0.5056830006328163,0.48830057989933645,0.5081888488337968,0.5148491297388847,0.5255144879012289,0.5014884445925083,0.5190299609617945,0.4925184097320458,0.49941991175483275
122,0.7432132084398818,0.498575412959944,0.4685577154960438,0.5023717774205685,0.5118759751524579,0.4936313818149119,0.508898974324699,0.5002841798868013,0.4989731962152187,0.5007204325455343
123,0.5745499130540753,0.6155215347056388,0.4963510185057017,0.5477680948248396,0.5060635483062249,0.5069022508491741,0.50800437858281,0.4902120195274893,0.5015587748711862,0.5040670010743079
124,0.6926561245500211,0.5127435685734739,0.4928567318984361,0.5040414447569526,0.5088572062003691,0.49900492388834433,0.5082639201412937,0.5124519914449497,0.5010989615360267,0.5082930834154318
125,0.5689367054708729,0.5127440382652219,0.5813342782852576,0.509735458420197,0.5188670951870764,0.524598496588999,0.5113663285704226,0.5047247032624619,0.5103528454619162,0.5063210098002797
126,0.5250221426318423,0.5586707523260769,0.528430082112672,0.5348460221622965,0.5278325930286892,0.5242156207593489,0.5154301530155927,0.5028982994026608,0.521706631613194,0.5097842805322621
127,0.6421998315714798,0.5157425291408256,0.5244889616467797,0.5119683732427921,0.5081369326563849,0.5052362879714508,0.5124018029020145,0.5071697420089895,0.5099533597787792,0.5092030130433766
128,0.7282138829203479,0.5166159805535153,0.5042414324932755,0.5007751668688575,0.4996482812998266,0.49775251271320614,0.4938388901059971,0.49511418041969085,0.49451871511259904,0.49823690067561877
129,0.4548148006252196,0.6113816020258217,0.5682807636396882,0.5322274565826526,0.5046766210960479,0.5334036681392037,0.4982345729213649,0.513038282579218,0.5222500942619819,0.5108384764103022
130,0.5865317878493999,0.6654333927742989,0.4902963991787836,0.5340692459244973,0.49631162501451015,0.4876889601639382,0.5072154928637581,0.4820290664889915,0.49586767500502105,0.5000466927134285
131,0.5764899737913509,0.4900312878610579,0.5380327240955017,0.5302666657772271,0.5432710607311152,0.5406923083229963,0.5114803775634561,0.5025672068509924,0.5149908469612514,0.4998528223602171
132,0.6823695947576784,0.48299343557120916,0.5064813630084681,0.488772768038707,0.5126453065727692,0.5038263097144252,0.5144283419734034,0.5445998092237387,0.5014450844388919,0.506692675330854
133,0.66880257871823,0.4972060251328199,0.49366242571639624,0.5082019378123549,0.5205118093659753,0.515351575964773,0.5073626218508513,0.5190751554505643,0.5043419696615022,0.5086934359357743
134,0.5479427357703149,0.5210456821716076,0.5324091840244233,0.5204716747241788,0.527198786186938,0.5297956630824219,0.5110203942679806,0.525338614293141,0.5222810705252859,0.5116029882458315
135,0.6427928738937834,0.5677109438884507,0.5188885534595873,0.520353758825933,0.5057633823189754,0.503578583298343,0.5046248573166118,0.488254950328466,0.504271993680868,0.49629899173601266
136,0.5780509787697475,0.553207889892344,0.49580410192027646,0.55066511697997,0.5144420591057438,0.5229752958612025,0.5117710299981101,0.5209624310652515,0.5032213287859713,0.5036025538126364
137,0.536235527517465,0.5426609628448783,0.5569016626789246,0.5110614899350359,0.5040442667666835,0.5654564093677729,0.5078608652829918,0.5110257319230167,0.515485668040356,0.49799897922126846
138,0.5281984198602869,0.48702635204386713,0.6082707316987874,0.5259739870818181,0.5414999292779281,0.5259435367715897,0.5005136255506657,0.5025792546639555,0.5186859998959418,0.5067366196644345
139,0.5786885106523045,0.4945374324433628,0.5657577060590728,0.5141628222296555,0.5184151156063618,0.5324684729196398,0.5049615587959834,0.5198462513196849,0.5153109021528978,0.5058072865230456
140,0.6505107527148479,0.5448836688552652,0.500797614661463,0.51517359019614,0.5049879329631091,0.49893179512117797,0.5013470883095974,0.5142095414057484,0.5043339349546888,0.5065771891079247
141,0.6592602384950843,0.5343203768364505,0.4881244240971283,0.5068355438570714,0.5104610285249785,0.5013208363198804,0.5124050256501861,0.52756510776339,0.5066767054437955,0.49798536824335005
142,0.6335853588626202,0.5217889084793266,0.5177066446317612,0.5238626298896877,0.5103500685633967,0.4936686310582925,0.50953576740591,0.5296149936102311,0.49949445790113933,0.5074147553001511
143,0.6014869809836122,0.549081339475796,0.5019065607182578,0.5159738239146587,0.5289468529353171,0.5087245086171143,0.5235463638891922,0.5077760553325167,0.5031909446896319,0.5034345097204318
144,0.7213476472157414,0.47469548478219276,0.5109425476309315,0.4922897076998601,0.5215550698111661,0.5010456060120757,0.5028656963303895,0.5223873241915935,0.493289813048032,0.4965124341113795
145,0.5780989543850893,0.49963666930811257,0.5374762758488157,0.5352039027357101,0.5151984083352666,0.5308212193989054,0.5209426771031831,0.505827721540288,0.5147354533162144,0.512996820663423
146,0.7255119120048488,0.48038055939544794,0.49416825640726203,0.4808027472521992,0.5085722674893969,0.4987946432256969,0.5015949186650926,0.5317501636192081,0.5030767820308522,0.5006885268476822
147,0.6078600409871586,0.5873322705839047,0.4669046033538024,0.5277160944494405,0.5116816839080147,0.48512429719684635,0.5153296305291819,0.5279421672785005,0.49531195008871487,0.5056915392247137
148,0.6405215407022578,0.5336663997740912,0.4968635506359253,0.5157207389895611,0.5188443605718972,0.5264734649133904,0.5033897890312722,0.5126140808376574,0.5067491673263051,0.4956904643462843
149,0.5287634294490559,0.5623270877746165,0.5648755011412238,0.4970918952711008,0.5421530551098632,0.523913579465118,0.5029015830607234,0.49489928807143646,0.5243779955650685,0.5057188087389912
150,0.6599882418001813,0.5592387734138653,0.531782250892919,0.4888221717165236,0.5044658936476224,0.48998134166844415,0.4966680956077183,0.5026070539206375,0.5005818528558195,0.5067051182910619
151,0.6244765434576001,0.6120054701705139,0.5163518236131039,0.5135263268121387,0.48958072877747866,0.4981921017737445,0.5002795977456452,0.4957240983799922,0.5018890751940767,0.4952703316128271
152,0.6171764873361226,0.4986977654700975,0.5140586224618666,0.5266319427622725,0.520614245976479,0.5197734678139255,0.5119622988184498,0.5133566305957243,0.5184796674510819,0.5054495422073554
